ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-04-30,-10160.8447591275,-30843.81759468488,31308.052273414356,-10160.8447591275,-10160.8447591275,9893.299697677072,9893.299697677072,9893.299697677072,-30657.248195754,-30657.248195754,-30657.248195754,920.8536630348992,920.8536630348992,920.8536630348992,39629.69423039617,39629.69423039617,39629.69423039617,0.0,0.0,0.0,-267.54506145042797
2025-05-01,-9759.382070577274,-30087.9011371508,26343.39506872276,-9759.382070577274,-9759.382070577274,7500.548091366737,7500.548091366737,7500.548091366737,-30657.248195754,-30657.248195754,-30657.248195754,-1600.4310368591343,-1600.4310368591343,-1600.4310368591343,39758.227323979874,39758.227323979874,39758.227323979874,0.0,0.0,0.0,-2258.833979210537
2025-05-02,-9357.91938202705,-25554.23358141368,37149.81562078886,-9357.91938202705,-9357.91938202705,15814.042016082672,15814.042016082672,15814.042016082672,-30657.248195754,-30657.248195754,-30657.248195754,6641.878134649895,6641.878134649895,6641.878134649895,39829.412077186775,39829.412077186775,39829.412077186775,0.0,0.0,0.0,6456.122634055622
2025-05-03,-8956.456693476825,-31822.57332304986,29972.998170547715,-8956.456693476825,-8956.456693476825,7282.95318596689,7282.95318596689,7282.95318596689,-30657.248195754,-30657.248195754,-30657.248195754,-1903.3792818889444,-1903.3792818889444,-1903.3792818889444,39843.580663609835,39843.580663609835,39843.580663609835,0.0,0.0,0.0,-1673.503507509935
2025-05-04,-8554.994004926602,-31758.182747949108,30468.74072690429,-8554.994004926602,-8554.994004926602,7237.011570787829,7237.011570787829,7237.011570787829,-30657.248195754,-30657.248195754,-30657.248195754,-1906.6827884209497,-1906.6827884209497,-1906.6827884209497,39800.94255496278,39800.94255496278,39800.94255496278,0.0,0.0,0.0,-1317.982434138773
2025-05-05,-8153.531316376377,-29651.381692335446,31530.582718054855,-8153.531316376377,-8153.531316376377,8686.400149695288,8686.400149695288,8686.400149695288,-30657.248195754,-30657.248195754,-30657.248195754,-358.09154699530814,-358.09154699530814,-358.09154699530814,39701.7398924446,39701.7398924446,39701.7398924446,0.0,0.0,0.0,532.8688333189111
2025-05-06,-7752.068627826153,-29698.845912416895,30958.894754532066,-7752.068627826153,-7752.068627826153,7095.004003459575,7095.004003459575,7095.004003459575,-30657.248195754,-30657.248195754,-30657.248195754,-1794.1471434943132,-1794.1471434943132,-1794.1471434943132,39546.39934270789,39546.39934270789,39546.39934270789,0.0,0.0,0.0,-657.0646243665778
2025-05-07,-7350.605939275928,-29691.594579713175,32336.847635120437,-7350.605939275928,-7350.605939275928,9599.278983536462,9599.278983536462,9599.278983536462,-30657.248195754,-30657.248195754,-30657.248195754,920.8536630264925,920.8536630264925,920.8536630264925,39335.673516263974,39335.673516263974,39335.673516263974,0.0,0.0,0.0,2248.673044260534
2025-05-08,-6949.143250725704,-34058.578191564215,30640.150577191227,-6949.143250725704,-6949.143250725704,6813.086456431696,6813.086456431696,6813.086456431696,-30657.248195754,-30657.248195754,-30657.248195754,-1600.431036874408,-1600.431036874408,-1600.431036874408,39070.76568906011,39070.76568906011,39070.76568906011,0.0,0.0,0.0,-136.0567942940079
2025-05-09,-6547.680833433973,-22895.612102282863,37166.372575309055,-6547.680833433973,-6547.680833433973,14738.062373400062,14738.062373400062,14738.062373400062,-30657.248195754,-30657.248195754,-30657.248195754,6641.878134654963,6641.878134654963,6641.878134654963,38753.4324344991,38753.4324344991,38753.4324344991,0.0,0.0,0.0,8190.381539966089
2025-05-10,-6146.218416142243,-30803.981819596265,29009.421267657675,-6146.218416142243,-6146.218416142243,5825.432329524694,5825.432329524694,5825.432329524694,-30657.248195754,-30657.248195754,-30657.248195754,-1903.3792819045132,-1903.3792819045132,-1903.3792819045132,38386.05980718321,38386.05980718321,38386.05980718321,0.0,0.0,0.0,-320.7860866175488
2025-05-11,-5744.755998850513,-29498.140221468217,30517.644309098505,-5744.755998850513,-5744.755998850513,5407.778896911654,5407.778896911654,5407.778896911654,-30657.248195754,-30657.248195754,-30657.248195754,-1906.6827884456784,-1906.6827884456784,-1906.6827884456784,37971.70988111134,37971.70988111134,37971.70988111134,0.0,0.0,0.0,-336.97710193885905
2025-05-12,-5343.293581558782,-27426.377533083654,32306.433315394414,-5343.293581558782,-5343.293581558782,6498.795947385475,6498.795947385475,6498.795947385475,-30657.248195754,-30657.248195754,-30657.248195754,-358.0915469886112,-358.0915469886112,-358.0915469886112,37514.13569012808,37514.13569012808,37514.13569012808,0.0,0.0,0.0,1155.5023658266937
2025-05-13,-4941.831164267051,-30896.995561837877,31365.549716231755,-4941.831164267051,-4941.831164267051,4566.3685634069125,4566.3685634069125,4566.3685634069125,-30657.248195754,-30657.248195754,-30657.248195754,-1794.1471434815871,-1794.1471434815871,-1794.1471434815871,37017.763902642495,37017.763902642495,37017.763902642495,0.0,0.0,0.0,-375.4626008601381
2025-05-14,-4540.36874697532,-26654.2183872239,30658.53063666709,-4540.36874697532,-4540.36874697532,6751.251307364099,6751.251307364099,6751.251307364099,-30657.248195754,-30657.248195754,-30657.248195754,920.8536630292815,920.8536630292815,920.8536630292815,36487.64584008882,36487.64584008882,36487.64584008882,0.0,0.0,0.0,2210.882560388779
2025-05-15,-4138.906329683589,-30470.07849299449,29081.158660729874,-4138.906329683589,-4138.906329683589,3671.6994427073237,3671.6994427073237,3671.6994427073237,-30657.248195754,-30657.248195754,-30657.248195754,-1600.4310368694319,-1600.4310368694319,-1600.4310368694319,35929.37867533076,35929.37867533076,35929.37867533076,0.0,0.0,0.0,-467.20688697626565
2025-05-16,-3737.4439123918573,-21096.46694666839,36502.26482301723,-3737.4439123918573,-3737.4439123918573,11333.629720953319,11333.629720953319,11333.629720953319,-30657.248195754,-30657.248195754,-30657.248195754,6641.878134652796,6641.878134652796,6641.878134652796,35348.999782054525,35348.999782054525,35348.999782054525,0.0,0.0,0.0,7596.185808561461
2025-05-17,-3335.9815028924327,-31832.732947974597,27429.005485085097,-3335.9815028924327,-3335.9815028924327,2192.2307338310316,2192.2307338310316,2192.2307338310316,-30657.248195754,-30657.248195754,-30657.248195754,-1903.3792819048485,-1903.3792819048485,-1903.3792819048485,34752.85821148988,34752.85821148988,34752.85821148988,0.0,0.0,0.0,-1143.7507690614011
2025-05-18,-2934.519093393006,-30835.640336774482,28782.150722675484,-2934.519093393006,-2934.519093393006,1583.5371320075405,1583.5371320075405,1583.5371320075405,-30657.248195754,-30657.248195754,-30657.248195754,-1906.6827884299762,-1906.6827884299762,-1906.6827884299762,34147.468116191514,34147.468116191514,34147.468116191514,0.0,0.0,0.0,-1350.9819613854656
2025-05-19,-2533.056683893581,-31102.756242140353,30680.68800921228,-2533.056683893581,-2533.056683893581,2524.009853541398,2524.009853541398,2524.009853541398,-30657.248195754,-30657.248195754,-30657.248195754,-358.0915469922272,-358.0915469922272,-358.0915469922272,33539.349596287626,33539.349596287626,33539.349596287626,0.0,0.0,0.0,-9.046830352182951
2025-05-20,-2131.5942743941573,-33146.71838390326,30066.76911618919,-2131.5942743941573,-2131.5942743941573,483.46755220520953,483.46755220520953,483.46755220520953,-30657.248195754,-30657.248195754,-30657.248195754,-1794.147143498441,-1794.147143498441,-1794.147143498441,32934.86289145765,32934.86289145765,32934.86289145765,0.0,0.0,0.0,-1648.1267221889477
2025-05-21,-1730.1318648947301,-29590.396529369827,31543.248162896252,-1730.1318648947301,-1730.1318648947301,2603.647538056044,2603.647538056044,2603.647538056044,-30657.248195754,-30657.248195754,-30657.248195754,920.8536630208756,920.8536630208756,920.8536630208756,32340.04207078917,32340.04207078917,32340.04207078917,0.0,0.0,0.0,873.515673161314
2025-05-22,-1328.6694553953046,-32975.197851684046,27401.200307513027,-1328.6694553953046,-1328.6694553953046,-497.2448554052479,-497.2448554052479,-497.2448554052479,-30657.248195754,-30657.248195754,-30657.248195754,-1600.4310368688539,-1600.4310368688539,-1600.4310368688539,31760.434377217603,31760.434377217603,31760.434377217603,0.0,0.0,0.0,-1825.9143108005524
2025-05-23,-927.2070458958775,-24439.764760861734,37054.99018154224,-927.2070458958775,-927.2070458958775,7185.581106290359,7185.581106290359,7185.581106290359,-30657.248195754,-30657.248195754,-30657.248195754,6641.878134650631,6641.878134650631,6641.878134650631,31200.95116739373,31200.95116739373,31200.95116739373,0.0,0.0,0.0,6258.374060394481
2025-05-24,-525.7446247067453,-32477.69010203844,27990.769171995627,-525.7446247067453,-525.7446247067453,-1894.89151594047,-1894.89151594047,-1894.89151594047,-30657.248195754,-30657.248195754,-30657.248195754,-1903.3792818842387,-1903.3792818842387,-1903.3792818842387,30665.735961697774,30665.735961697774,30665.735961697774,0.0,0.0,0.0,-2420.636140647215
2025-05-25,-124.28220351760982,-31570.50482783094,32385.2498457864,-124.28220351760982,-124.28220351760982,-2405.8764837022463,-2405.8764837022463,-2405.8764837022463,-30657.248195754,-30657.248195754,-30657.248195754,-1906.6827884344898,-1906.6827884344898,-1906.6827884344898,30158.054500486243,30158.054500486243,30158.054500486243,0.0,0.0,0.0,-2530.1586872198563
2025-05-26,277.1802176715224,-30652.436194225033,28505.623703273806,277.1802176715224,277.1802176715224,-1335.12882767788,-1335.12882767788,-1335.12882767788,-30657.248195754,-30657.248195754,-30657.248195754,-358.0915470067238,-358.0915470067238,-358.0915470067238,29680.210915082844,29680.210915082844,29680.210915082844,0.0,0.0,0.0,-1057.9486100063577
2025-05-27,678.6426388606579,-31188.386122926677,30075.27332292719,678.6426388606579,678.6426388606579,-3217.902144366182,-3217.902144366182,-3217.902144366182,-30657.248195754,-30657.248195754,-30657.248195754,-1794.1471434857144,-1794.1471434857144,-1794.1471434857144,29233.493194873536,29233.493194873536,29233.493194873536,0.0,0.0,0.0,-2539.259505505524
2025-05-28,1080.1050600497902,-28166.04512761035,30310.111627218703,1080.1050600497902,1080.1050600497902,-918.2444343463743,-918.2444343463743,-918.2444343463743,-30657.248195754,-30657.248195754,-30657.248195754,920.853663023665,920.853663023665,920.853663023665,28818.15009838396,28818.15009838396,28818.15009838396,0.0,0.0,0.0,161.86062570341585
2025-05-29,1481.5674812389257,-31732.3874628781,28417.95091887047,1481.5674812389257,1481.5674812389257,-3824.2786793454206,-3824.2786793454206,-3824.2786793454206,-30657.248195754,-30657.248195754,-30657.248195754,-1600.4310368638783,-1600.4310368638783,-1600.4310368638783,28433.400553272455,28433.400553272455,28433.400553272455,0.0,0.0,0.0,-2342.711198106495
2025-05-30,1883.029902428058,-24657.461031007388,36234.190097690574,1883.029902428058,1883.029902428058,4062.105394987955,4062.105394987955,4062.105394987955,-30657.248195754,-30657.248195754,-30657.248195754,6641.878134644094,6641.878134644094,6641.878134644094,28077.475456097865,28077.475456097865,28077.475456097865,0.0,0.0,0.0,5945.135297416013
